TransactionID,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,Item9,Item10,Item11
844,Apples,Chicken,Jam,Milk,Cheese,,,,,,
845,Juice,,,,,,,,,,
846,Cheese,Bananas,Juice,Apples,Butter,Milk,Chicken,Jam,Eggs,Bread,
847,Juice,Jam,Cheese,Bananas,Butter,Eggs,,,,,
848,Juice,Bread,Bananas,Jam,Butter,Eggs,Cheese,Apples,Chicken,,
849,Apples,Eggs,Juice,Jam,Milk,Bread,Cheese,Butter,Bananas,,
850,Juice,Butter,Cheese,Milk,Apples,Bread,,,,,
851,Cheese,Butter,Bananas,Apples,Milk,Bread,Chicken,Jam,Eggs,,
852,Chicken,Milk,Eggs,Jam,Apples,Bananas,Cheese,Butter,Bread,,
853,Bananas,Butter,Cheese,Chicken,Milk,Bread,Juice,Eggs,Apples,,
854,Butter,Apples,,,,,,,,,
855,Butter,Chicken,Eggs,Jam,Apples,Bread,,,,,
856,Eggs,Bananas,Juice,Bread,Milk,Cheese,,,,,
857,Bread,Cheese,Juice,Apples,Bananas,Jam,Butter,Milk,,,
858,Juice,Apples,Cheese,Butter,Jam,Chicken,Milk,Eggs,,,
859,Juice,Milk,Bananas,Bread,Cheese,Jam,Apples,Butter,Chicken,Eggs,
860,Milk,Jam,Chicken,Eggs,Cheese,Juice,Apples,Bread,Butter,,
861,Bread,Apples,Eggs,Chicken,Cheese,Juice,Butter,Bananas,Milk,,
862,Jam,Apples,Juice,Chicken,Bread,Eggs,Butter,Milk,Bananas,,
863,Butter,,,,,,,,,,
864,Eggs,Jam,Apples,Butter,,,,,,,
865,Bananas,Apples,Butter,Juice,Chicken,Milk,,,,,
866,Eggs,Butter,Apples,Chicken,Bananas,Milk,Cheese,Bread,,,
867,Cheese,Apples,Eggs,Chicken,Juice,Jam,Bananas,Milk,Butter,Bread,
868,Butter,Chicken,Juice,Milk,,,,,,,
869,Apples,Bananas,Butter,Bread,Milk,,,,,,
870,Bread,Milk,Cheese,Chicken,Jam,,,,,,
871,Apples,Chicken,Butter,Bananas,Cheese,Bread,Eggs,Jam,Juice,Milk,
872,Eggs,Chicken,Bananas,Jam,Butter,,,,,,
873,Butter,Bread,Eggs,Jam,,,,,,,
874,Chicken,Apples,Butter,Cheese,Milk,Bananas,,,,,
875,Chicken,Milk,Butter,Jam,Bananas,Juice,Bread,Eggs,Apples,Cheese,
876,Chicken,Bread,,,,,,,,,
877,Bread,,,,,,,,,,
878,Cheese,Butter,,,,,,,,,
879,Apples,Cheese,Jam,Bananas,Milk,,,,,,
880,Milk,Eggs,Juice,Butter,Bananas,,,,,,
881,Apples,Chicken,Bananas,Eggs,,,,,,,
882,Chicken,Jam,Butter,Juice,Bananas,Apples,Cheese,,,,
883,Jam,Butter,Eggs,Bananas,Cheese,,,,,,
884,Eggs,Jam,Bananas,Apples,,,,,,,
885,Jam,Cheese,Butter,Bread,Chicken,Juice,Milk,Apples,,,
886,Eggs,Juice,Bread,Chicken,Cheese,Milk,Butter,,,,
887,Jam,Eggs,Milk,Bread,Butter,Bananas,,,,,
888,Juice,Butter,Chicken,Bananas,Milk,Bread,Jam,Apples,,,
889,Chicken,Bread,Butter,Eggs,Bananas,Juice,Jam,,,,
890,Bananas,Bread,Eggs,Butter,Cheese,Jam,Juice,Apples,,,
891,Juice,Bananas,Cheese,Chicken,Bread,,,,,,
892,Juice,Butter,Apples,Bananas,Milk,Bread,,,,,
893,Eggs,Chicken,Cheese,Bread,,,,,,,
894,Juice,,,,,,,,,,
895,Butter,Bread,Eggs,Jam,,,,,,,
896,Cheese,Eggs,Juice,Bread,Butter,Apples,Jam,Milk,Bananas,Chicken,
897,Milk,Juice,Bananas,Cheese,Apples,Chicken,Jam,Bread,,,
898,Bread,Cheese,Butter,Milk,Eggs,Chicken,Bananas,Juice,,,
899,Chicken,Apples,,,,,,,,,
900,Jam,Cheese,Juice,Eggs,Apples,,,,,,
901,Butter,Bananas,Milk,Apples,Jam,Cheese,Eggs,,,,
902,Bread,Butter,Bananas,Apples,,,,,,,
903,Apples,Chicken,Butter,Cheese,Eggs,Bread,,,,,
904,Cheese,Eggs,,,,,,,,,
905,Bread,Jam,Butter,Apples,Bananas,Eggs,,,,,
906,Bananas,Jam,Eggs,Cheese,Butter,Apples,,,,,
907,Eggs,Juice,Butter,Chicken,Bread,Apples,Bananas,Cheese,Jam,Milk,
908,Chicken,Bread,Butter,Apples,Milk,,,,,,
909,Jam,Bread,,,,,,,,,
910,Juice,Milk,Butter,Jam,Chicken,Bananas,Eggs,Bread,Apples,Cheese,
911,Milk,Chicken,Butter,,,,,,,,
912,Butter,Jam,Eggs,Chicken,Bananas,Milk,Apples,Bread,Cheese,,
913,Butter,Eggs,Apples,,,,,,,,
914,Bread,Bananas,Milk,Eggs,Butter,Chicken,Juice,Jam,Apples,,
915,Chicken,Cheese,Apples,,,,,,,,
916,Bananas,Bread,Eggs,Jam,Cheese,Juice,,,,,
917,Cheese,Bread,Butter,Eggs,Chicken,Juice,Milk,Apples,Bananas,,
918,Bananas,,,,,,,,,,
919,Cheese,Butter,Milk,Jam,Chicken,Apples,Bread,Juice,Bananas,Eggs,
920,Bananas,Eggs,Cheese,Milk,Juice,Jam,Bread,Chicken,Butter,Apples,
921,Jam,Juice,Apples,Bread,Milk,,,,,,
922,Bananas,Apples,Milk,Jam,Bread,Butter,,,,,
923,Eggs,Bananas,Juice,Bread,Butter,,,,,,
924,Bananas,Cheese,Juice,Eggs,Bread,Milk,Jam,Apples,,,
925,Cheese,Eggs,Bread,Chicken,Bananas,Juice,Milk,Butter,Apples,Jam,
926,Milk,Bananas,Butter,Apples,Eggs,,,,,,
927,Cheese,Butter,Chicken,Eggs,Bananas,Juice,Milk,Bread,Jam,Apples,
928,Butter,Bananas,Apples,Eggs,Bread,Juice,Milk,,,,
929,Cheese,Milk,Juice,Apples,Jam,,,,,,
930,Juice,Jam,Apples,Chicken,Milk,Bread,,,,,
931,Chicken,Milk,Bread,Jam,Butter,Juice,Eggs,Apples,Bananas,Cheese,
932,Milk,,,,,,,,,,
933,Cheese,Bananas,Chicken,Bread,Butter,Eggs,Jam,Milk,Juice,Apples,
934,Butter,Chicken,Apples,Bread,Jam,Cheese,Bananas,Eggs,Milk,Juice,
935,Juice,Chicken,Bananas,Apples,Bread,Butter,Cheese,Jam,Milk,,
936,Bananas,Jam,Bread,,,,,,,,
937,Eggs,Milk,Cheese,Chicken,,,,,,,
938,Chicken,Eggs,Cheese,Bread,Apples,Milk,Butter,Bananas,Jam,Juice,
939,Bananas,Milk,Cheese,Jam,Butter,Chicken,,,,,
940,Bread,Butter,Chicken,Juice,Jam,Apples,Eggs,,,,
941,Eggs,Milk,,,,,,,,,
942,Eggs,Cheese,,,,,,,,,
943,Bread,Apples,Milk,Chicken,Cheese,Juice,,,,,
944,Chicken,Juice,Butter,Bananas,Milk,Bread,Apples,Eggs,Jam,Cheese,
945,Milk,Bread,Chicken,Juice,Eggs,Jam,Bananas,Butter,,,
946,Bread,Jam,Eggs,Chicken,Butter,Apples,Bananas,Milk,Juice,Cheese,
947,Jam,,,,,,,,,,
948,Cheese,Juice,Bread,Milk,Butter,Eggs,Bananas,Chicken,,,
949,Jam,Juice,Bread,Milk,Apples,Chicken,Eggs,Bananas,,,
950,Bread,,,,,,,,,,
951,Bananas,Milk,Chicken,Bread,Cheese,Apples,Butter,Eggs,Jam,,
952,Jam,Bananas,Cheese,Apples,Eggs,,,,,,
953,Cheese,Chicken,Apples,Eggs,Juice,Jam,Butter,Bananas,Milk,,
954,Butter,Juice,Eggs,Cheese,Chicken,Milk,,,,,
955,Bananas,Jam,Apples,Juice,Milk,Butter,Eggs,Bread,Cheese,Chicken,
956,Bread,Eggs,Milk,,,,,,,,
957,Apples,Juice,Cheese,Bread,Chicken,Bananas,Milk,Jam,Butter,Eggs,
958,Bananas,Butter,,,,,,,,,
959,Juice,Butter,Bread,Bananas,Eggs,Cheese,Milk,Chicken,Apples,Jam,
960,Eggs,Bananas,Jam,Butter,Chicken,Milk,Apples,Bread,Cheese,Juice,
961,Bread,,,,,,,,,,
962,Butter,Juice,Apples,Chicken,Bread,Jam,,,,,
963,Bread,Cheese,Bananas,Apples,Chicken,Butter,,,,,
964,Bananas,Bread,Chicken,Apples,,,,,,,
965,Chicken,Jam,Juice,Bread,Cheese,Eggs,Butter,Apples,Milk,,
966,Apples,Eggs,Chicken,Bread,Butter,Cheese,Jam,Juice,Bananas,Milk,
967,Bread,Apples,,,,,,,,,
968,Apples,Bread,Cheese,Milk,Juice,Jam,Eggs,Bananas,Butter,,
969,Apples,Butter,Juice,Eggs,Chicken,Cheese,Milk,Bread,Bananas,Jam,
970,Eggs,Cheese,Chicken,Jam,,,,,,,
971,Jam,Bananas,Chicken,Apples,Bread,Butter,Eggs,Juice,Cheese,Milk,
972,Eggs,Jam,Chicken,Cheese,Milk,,,,,,
973,Apples,Bread,Juice,Butter,,,,,,,
974,Milk,Bread,Chicken,Jam,Apples,Butter,Eggs,Juice,Bananas,Cheese,
975,Bananas,,,,,,,,,,
976,Butter,Milk,Eggs,Chicken,Juice,Bread,,,,,
977,Milk,Bread,Eggs,Cheese,Apples,Butter,,,,,
978,Apples,Butter,Chicken,Bread,Juice,Jam,Cheese,,,,
979,Apples,Chicken,Butter,,,,,,,,
980,Milk,Jam,Bread,Chicken,Bananas,,,,,,
981,Apples,Bread,Chicken,,,,,,,,
982,Bananas,Chicken,,,,,,,,,
983,Chicken,Apples,Jam,Eggs,Bread,Milk,Butter,Cheese,,,
984,Eggs,,,,,,,,,,
985,Milk,Chicken,Butter,Cheese,Bananas,Juice,Apples,,,,
986,Juice,Milk,Butter,Apples,Jam,Bread,Bananas,,,,
987,Eggs,,,,,,,,,,
988,Apples,Cheese,Chicken,Juice,Milk,Bread,Butter,Jam,Bananas,,
989,Butter,Juice,Bananas,Chicken,Cheese,Apples,Bread,Eggs,Jam,,
990,Milk,Jam,Cheese,Apples,Juice,Bread,Eggs,Bananas,,,
991,Bananas,Chicken,Cheese,Butter,Eggs,Milk,Juice,Apples,Bread,Jam,
992,Eggs,Jam,Milk,Bananas,Cheese,Butter,Juice,,,,
993,Bread,Butter,Eggs,Juice,Jam,Bananas,Milk,Apples,Chicken,Cheese,
994,Juice,Eggs,Chicken,Cheese,Milk,Apples,,,,,
995,Juice,Apples,Milk,Bread,Eggs,Chicken,Butter,Cheese,Jam,Bananas,
996,Apples,Bread,Juice,Bananas,Eggs,Milk,Chicken,Butter,,,
997,Bananas,Chicken,Apples,Butter,Juice,Cheese,Eggs,Milk,Bread,Jam,
998,Bread,Apples,Milk,Juice,Cheese,Jam,Bananas,Chicken,,,
999,Jam,Milk,Eggs,Apples,Chicken,Cheese,Juice,Butter,,,
1000,Cheese,Juice,Jam,Milk,Bread,Chicken,Butter,Eggs,Apples,Bananas,
